CODIGO;PRODUCTO;STOCK;PRECIO ULTIMA COMPRA;VALOR MINORISTA;VALOR MAYORISTA;PROVEEDOR;VENDIDOS;INGRESOS
6924442467167;AONIJIE MEDIA FIVE FINGER LONG (M) BIRDS (COOLMAX/N) #E4846;2; $ 12.263,00 ; $ 32.644,11 ; $ 29.676,46 ;NAKA OUTDOORS CO SRL;1;
6924442466108;AONIJIE MEDIA FIVE FINGER LONG (L) GREEN (COOLMAX/N #E4846;1; $ 12.263,00 ; $ 32.644,11 ; $ 29.676,46 ;NAKA OUTDOORS CO SRL;;
6924442466122;AONIJIE MEDIA FIVE FINGER LONG (L) BLUE (COOLMAX/NY #E4846;1; $ 12.263,00 ; $ 32.644,11 ; $ 29.676,46 ;NAKA OUTDOORS CO SRL;;
6924442465170;AONIJIE MEDIA DEPORTIVA PACK X3 (S) BLACK #E4845;1; $ 18.952,00 ; $ 16.816,74 ; $ 15.287,95 ;NAKA OUTDOORS CO SRL;;
6924442465149;AONIJIE MEDIA DEPORTIVA PACK X3 (S) LIGHT GREY #E4845;1; $ 18.952,00 ; $ 16.816,74 ; $ 15.287,95 ;NAKA OUTDOORS CO SRL;;
6924442465156;AONIJIE MEDIA DEPORTIVA PACK X3 (M) LIGHT GREY #E4845;1; $ 18.952,00 ; $ 16.816,74 ; $ 15.287,95 ;NAKA OUTDOORS CO SRL;;
6924442462735;AONIJIE MANGAS PROTECTOR SOLAR SECADO RAPIDO WHITE #E4121;2; $ 3.099,00 ; $ 8.249,54 ; $ 7.499,58 ;NAKA OUTDOORS CO SRL;;
6924442462728;AONIJIE MANGAS PROTECTOR SOLAR SECADO RAPIDO BLACK #E4121;1; $ 3.099,00 ; $ 8.249,54 ; $ 7.499,58 ;NAKA OUTDOORS CO SRL;1;
6924442449217;AONIJIE POLAINAS ULTRALIVIANAS TRAIL RUNNING M GRE #E4417;1; $ 16.053,00 ; $ 42.733,09 ; $ 38.848,26 ;NAKA OUTDOORS CO SRL;1;1
6924442449194;AONIJIE POLAINAS ULTRALIVIANAS TRAIL RUNNING M BLU #E4417;2; $ 16.053,00 ; $ 42.733,09 ; $ 38.848,26 ;NAKA OUTDOORS CO SRL;;2
6924442449200;AONIJIE POLAINAS ULTRALIVIANAS TRAIL RUNNING L BLU #E4417;1; $ 16.053,00 ; $ 42.733,09 ; $ 38.848,26 ;NAKA OUTDOORS CO SRL;;1
6924442440290;AONIJIE PANTORRILLERA RUNNING COMPRESION GRADUADA (S) #E4405;2; $ 19.083,00 ; $ 50.798,95 ; $ 46.180,86 ;NAKA OUTDOORS CO SRL;;2
6924442440306;AONIJIE PANTORRILLERA RUNNING COMPRESION GRADUADA (M) #E4405;2; $ 19.083,00 ; $ 50.798,95 ; $ 46.180,86 ;NAKA OUTDOORS CO SRL;;2
6924442432349;AONIJIE FAJA DE HIDRATACION + SOFT FLASK 250 ML W938S (S/M, NEGRO-AZUL);0; $ 16.945,00 ; $ 45.107,59 ; $ 41.006,90 ;NAKA OUTDOORS CO SRL;1;1
6924442432318;AONIJIE FAJA DE HIDRATACION + SOFT FLASK 250 ML W938S (M/L, NEGRO);0; $ 16.945,00 ; $ 45.107,59 ; $ 41.006,90 ;NAKA OUTDOORS CO SRL;1;1
6924442447831;AONIJIE RIÑONERA PEQUEÑA PINK #W8129;2; $ 10.625,00 ; $ 28.283,75 ; $ 25.712,50 ;NAKA OUTDOORS CO SRL;;
6924442447749;AONIJIE RIÑONERA PEQUEÑA BLACK #W8129;2; $ 10.625,00 ; $ 28.283,75 ; $ 25.712,50 ;NAKA OUTDOORS CO SRL;;
6924442440153;AONIJIE RIÑONERA ELASTIZADA ULTRALIVIANA (S/M, AZUL) #W8101;1; $ 18.952,00 ; $ 50.450,22 ; $ 43.570,65 ;NAKA OUTDOORS CO SRL;;1
6924442440139;AONIJIE RIÑONERA ELASTIZADA ULTRALIVIANA (M/L, NEGRA) #W8101 ;0; $ 18.952,00 ; $ 50.450,22 ; $ 45.863,84 ;NAKA OUTDOORS CO SRL;1;1
6924442432363;AONIJIE RIÑONERA MULTIFUNCIONAL LIVIANA S/M BLACK #W8121;0; $ 16.822,95 ; $ 44.782,69 ; $ 40.711,54 ;NAKA OUTDOORS CO SRL;1;
6924442464401;AONIJIE RIÑONERA PORTA BASTONES S LIGHT GREEN #W8116;0; $ 13.824,00 ; $ 36.799,49 ; $ 33.454,08 ;NAKA OUTDOORS CO SRL;1;
6924442464418;AONIJIE RIÑONERA PORTA BASTONES M LIGHT GREEN #W8116;0; $ 13.824,00 ; $ 36.799,49 ; $ 33.454,08 ;NAKA OUTDOORS CO SRL;1;
6924442413300;AONIJIE RIÑONERA PORTA BASTONES S BLACK #W8116;2; $ 13.824,00 ; $ 36.799,49 ; $ 33.454,08 ;NAKA OUTDOORS CO SRL;;2
6924442413270;AONIJIE RIÑONERA PORTA BASTONES M BLACK #W8116;1; $ 13.824,00 ; $ 36.799,49 ; $ 33.454,08 ;NAKA OUTDOORS CO SRL;1;2
6924442467013;AONIJIE PORTA BASTONES BLACK WHITE #E4432;1; $ 18.952,00 ; $ 50.450,22 ; $ 45.863,84 ;NAKA OUTDOORS CO SRL;;
6924442469567;AONIJIE PORTA BASTONES EXTERNO WHITE #E4433;3; $ 12.932,00 ; $ 34.424,98 ; $ 31.295,44 ;NAKA OUTDOORS CO SRL;;
6924442442287;AONIJIE SOFT FLASK 500ML BLUE #SD30;2; $ 9.083,17 ; $ 24.179,40 ; $ 21.981,27 ;NAKA OUTDOORS CO SRL;2;3
6924442442270;AONIJIE SOFT FLASK 250ML BLUE #SD30;4; $ 8.203,57 ; $ 21.837,90 ; $ 19.852,64 ;NAKA OUTDOORS CO SRL;;
6924442407019;AONIJIE SOFTFLASK 600ML BLUE #SD13;1; $ 14.014,04 ; $ 37.305,37 ; $ 33.913,98 ;NAKA OUTDOORS CO SRL;1;
6924442448098;AONIJIE MANTA TERMICA REFORZADA 210 x 130CM;2; $ 2.899,00 ; $ 7.717,14 ; $ 7.015,58 ;NAKA OUTDOORS CO SRL;;1
6924442415205;AONIJIE MANTA TERMICA EMERGENCIA 210 x 160CM;1; $ 2.230,00 ; $ 5.936,26 ; $ 5.396,60 ;NAKA OUTDOORS CO SRL;;2
6924442433537;AONIJIE LINTERNA FRONTAL USB RECARGABLE GREY #E403;1; $ 24.525,56 ; $ 65.287,04 ; $ 59.351,86 ;NAKA OUTDOORS CO SRL;;
6924442433339;AONIJIE LINTERNA FRONTAL A PILA AAA X3 BLACK #E403;1; $ 20.000,00 ; $ 53.240,00 ; $ 48.400,00 ;NAKA OUTDOORS CO SRL;;
;;;;;;;;
L751201725TURQU;SOX RUNNING DOBLE CAPA TE172C;6; $ 5.440,00 ; $ 14.481,28 ; $ 13.164,80 ;SOX PIGÜE SA;;
L751201505NEGRB;SOX RUNNING COMPRESION TE150C;11; $ 4.720,00 ; $ 12.564,64 ; $ 11.422,40 ;SOX PIGÜE SA;;
L751202154CORAL;SOX TRAIL RUNNING COMPRESION TE215C;4; $ 4.800,00 ; $ 12.777,60 ; $ 11.616,00 ;SOX PIGÜE SA;2;
L751200926GRISM;SOX TRAIL RUNNING COMPRESION TE92C;6; $ 4.800,00 ; $ 12.777,60 ; $ 11.616,00 ;SOX PIGÜE SA;;
L122300375NEGRO;SOX ESTABILIZADORA DE TOBILLO FU37B;6; $ 9.000,00 ; $ 23.958,00 ; $ 21.780,00 ;SOX PIGÜE SA;;
L751400194NEGRO;SOX TRAIL RUNNING COMPRESION TALLE 4 NEGRO ME19C INV26 1/2;6; $ 7.769,00 ; $ 20.681,08 ; $ 18.800,98 ;SOX PIGÜE SA;1;
L751202153NEGRO;SOX TRAIL RUNNING COMPRESION TALLE 3 NEGRO TE215C INV26 1/2;6; $ 7.769,00 ; $ 20.681,08 ; $ 18.800,98 ;SOX PIGÜE SA;1;
L752202324NARAN;SOX TRAIL RUNNING COMPRESION TE232B;5; $ 5.900,00 ; $ 15.705,80 ; $ 14.278,00 ;SOX PIGÜE SA;;
L101101585NEGRO;SOX YOGASOX DE158C TALLE 4;5; $ 3.300,00 ; $ 8.784,60 ; $ 7.990,00 ;SOX PIGÜE SA;;
L101101586NEGRO;SOX YOGASOX DE158C TALLE 5;3; $ 3.300,00 ; $ 8.784,60 ; $ 7.990,00 ;SOX PIGÜE SA;;
L101101586GRIS0;SOX YOGASOX DE158C TALLE 5;3; $ 3.301,00 ; $ 8.787,26 ; $ 7.990,00 ;SOX PIGÜE SA;;
L542100012NEGRO;REMERA TERMICA TALLE XS NEGRO REM EXTREME M.LARGA DAM  ;1; $ 27.851,24 ; $ 74.140,00 ; $ 67.400,00 ;SOX PIGÜE SA;;
L542100014NEGRO;REMERA TERMICA TALLE M NEGRO REM EXTREME M.LARGA DAM  ;1; $ 27.851,24 ; $ 74.140,00 ; $ 67.400,00 ;SOX PIGÜE SA;;
L532200013MARIN;REMERA TERMICA TALLE S MARINO REME TERM M.LARG HOMBR   ;1; $ 22.561,98 ; $ 60.060,00 ; $ 54.600,00 ;SOX PIGÜE SA;;
L532200015MARIN;REMERA TERMICA TALLE L MARINO REME TERM M.LARG HOMBR   ;1; $ 22.561,98 ; $ 60.060,00 ; $ 54.600,00 ;SOX PIGÜE SA;;
L532100012MOLIN;REMERA TERMICA TALLE XS MOLINE REME TERM M.LARGA MUJER   ;1; $ 22.561,98 ; $ 60.060,00 ; $ 54.600,00 ;SOX PIGÜE SA;;
L532100013MOLIN;REMERA TERMICA TALLE S MOLINE REME TERM M.LARGA MUJER   ;2; $ 22.561,98 ; $ 60.060,00 ; $ 54.600,00 ;SOX PIGÜE SA;;
L532100014MOLIN;REMERA TERMICA TALLE M MOLINE REME TERM M.LARGA MUJER   ;1; $ 22.561,98 ; $ 60.060,00 ; $ 54.600,00 ;SOX PIGÜE SA;;
L532100012NEBLA;REMERA TERMICA TALLE XS NEGRO BLANCO REME TERM M.LARGA MUJER   ;2; $ 22.561,98 ; $ 60.060,00 ; $ 54.600,00 ;SOX PIGÜE SA;;
L532100013NEBLA;REMERA TERMICA TALLE S NEGRO BLANCO REME TERM M.LARGA MUJER   ;2; $ 22.561,98 ; $ 60.060,00 ; $ 54.600,00 ;SOX PIGÜE SA;;
L532100013VERDE;REMERA TERMICA TALLE S VERDE REME TERM M.LARGA MUJER   ;1; $ 22.561,98 ; $ 60.060,00 ; $ 54.600,00 ;SOX PIGÜE SA;;
L532200013NEGRO;REMERA TERMICA TALLE S NEGRO REME TERM M.LARG HOMBR   ;1; $ 22.561,98 ; $ 60.060,00 ; $ 54.600,00 ;SOX PIGÜE SA;;
L532200014NEGRO;REMERA TERMICA TALLE M NEGRO REME TERM M.LARG HOMBR   ;1; $ 22.561,98 ; $ 60.060,00 ; $ 54.600,00 ;SOX PIGÜE SA;;
;;;;;;;;
7798387061860;WATERDOG GUANTES M/L;2; $ 9.200,00 ; $ 24.490,40 ; $ 22.264,00 ;JLS OUTDOOR;;
7799025093182;WATERDOG GUANTES XL/XXL;2; $ 9.200,00 ; $ 24.490,40 ; $ 22.264,00 ;JLS OUTDOOR;;
