CODIGO;PRODUCTO;STOCK;PRECIO ULTIMA COMPRA;VALOR MINORISTA;VALOR MAYORISTA;PROVEEDOR;VENDIDOS;INGRESOS
1699500212922;Remera Asana (S, Celeste);1; $16.770,00; $ 36.894,00 ; $ 33.540,00 ;SALPA SRL;;
1699500212946;Remera Asana (M, Celeste);0; $16.770,00; $ 36.894,00 ; $ 33.540,00 ;SALPA SRL;1;
1699582002749;Remera Azara (L, Blanco);2; $16.770,00; $ 36.894,00 ; $ 33.540,00 ;SALPA SRL;;
1696863896998;Remera Ayarza (XL, Negro);1; $16.093,00; $ 35.404,60 ; $ 32.186,00 ;SALPA SRL;1;2
1699515588968;Remera Core GreenMove (S, Blanco);1; $16.698,00; $ 36.735,60 ; $ 33.396,00 ;SALPA SRL;;
1699575103217;Remera Core GreenMove (S, Negro);1; $16.698,00; $ 36.735,60 ; $ 33.396,00 ;SALPA SRL;;
1699534355978;Remera Core GreenMove (M, Blanco);2; $16.698,00; $ 36.735,60 ; $ 33.396,00 ;SALPA SRL;;1
1699550467242;Remera Core GreenMove (M, Negro);1; $16.698,00; $ 36.735,60 ; $ 33.396,00 ;SALPA SRL;1;1
1699551900663;Remera Core GreenMove (L, Blanco);0; $16.698,00; $ 36.735,60 ; $ 33.396,00 ;SALPA SRL;1;
1699582575090;Remera Core GreenMove (L, Negro);1; $16.698,00; $ 36.735,60 ; $ 33.396,00 ;SALPA SRL;;
1699587526073;Remera Core GreenMove (XL, Negro);1; $16.698,00; $ 36.735,60 ; $ 33.396,00 ;SALPA SRL;;
1699500211963;Remera Epuyen (M, Negro);1; $16.698,00; $ 36.735,60 ; $ 33.396,00 ;SALPA SRL;;
1699500211970;Remera Epuyen (L, Celeste);1; $16.698,00; $ 36.735,60 ; $ 33.396,00 ;SALPA SRL;;
1699500212045;Remera Frey (S, Verde);1; $23.111,00; $ 50.844,20 ; $ 46.222,00 ;SALPA SRL;;
1699500212052;Remera Frey (M, Verde);0; $23.111,00; $ 50.844,20 ; $ 46.222,00 ;SALPA SRL;1;
1699500212083;Remera Frey (L, Verde);1; $23.111,00; $ 50.844,20 ; $ 46.222,00 ;SALPA SRL;;
1699500209489;Remera Hollow Elemental (L, Negro);0; $16.698,00; $ 36.735,60 ; $ 33.396,00 ;SALPA SRL;1;
1699500209465;Remera Hollow Elemental (M, Negro);1; $16.698,00; $ 36.735,60 ; $ 33.396,00 ;SALPA SRL;;
1699500209502;Remera Hollow Elemental (XL, Negro);1; $16.698,00; $ 36.735,60 ; $ 33.396,00 ;SALPA SRL;1;
1699579744706;Remera Jump (M, Negro);0; $16.093,00; $ 35.404,60 ; $ 32.186,00 ;SALPA SRL;1;
1699597341024;Remera Jump (M, Verde Smoke);1; $16.093,00; $ 35.404,60 ; $ 32.186,00 ;SALPA SRL;;
1699509187245;Remera Jump (L, Verde Smoke);0; $16.093,00; $ 35.404,60 ; $ 32.186,00 ;SALPA SRL;1;
1699500209342;Remera Jump Elemental (M, Blanco);0; $16.093,00; $ 35.404,60 ; $ 32.186,00 ;SALPA SRL;1;
1699500209373;Remera Jump Elemental (L, Blanco);1; $16.093,00; $ 35.404,60 ; $ 32.186,00 ;SALPA SRL;;
1699541696200;Remera Millas (L, Negro);2; $24.381,50; $ 53.639,30 ; $ 48.763,00 ;SALPA SRL;;1
1699581398751;Remera Millas (XL, Lima);1; $24.381,50; $ 53.639,30 ; $ 48.763,00 ;SALPA SRL;;
1699500219136;Remera Peñon (L, Violeta);1; $14.157,00; $ 31.145,40 ; $ 28.314,00 ;SALPA SRL;;
1699565359471;Remera Peñon (XL, Negro);0; $14.157,00; $ 31.145,40 ; $ 28.314,00 ;SALPA SRL;1;
1699500214308;Remera Press (S, Negro);1; $19.904,50; $ 43.789,90 ; $ 39.809,00 ;SALPA SRL;;
1699500214346;Remera Press (L, Negro);1; $19.904,50; $ 43.789,90 ; $ 39.809,00 ;SALPA SRL;;
1699500216579;Remera Pure Hombre (S, Gris);2; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;;1
1699500216593;Remera Pure Hombre (M, Gris);1; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;;
1699500216616;Remera Pure Hombre (L, Gris);1; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;;
1699500216630;Remera Pure Hombre (XL, Gris);1; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;;
1699500215213;Remera Pure Mujer (S, Negro);2; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;;1
1699500215220;Remera Pure Mujer (M, Negro);2; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;;1
1699500215237;Remera Pure Mujer (L, Negro);1; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;;
7791287830185;Remera Running (L, Negro);2; $11.610,00; $ 25.542,00 ; $ 23.220,00 ;SALPA SRL;;2
1699545763571;Remera Soul (S, Negro);0; $21.175,00; $ 46.585,00 ; $ 42.350,00 ;SALPA SRL;1;
1699594482324;Remera Soul (M, Negro);1; $21.175,00; $ 46.585,00 ; $ 42.350,00 ;SALPA SRL;;
1699571570815;Remera Soul (M, Beige);1; $21.175,00; $ 46.585,00 ; $ 42.350,00 ;SALPA SRL;;1
1699501451016;Remera Soul (L, Marron);1; $21.175,00; $ 46.585,00 ; $ 42.350,00 ;SALPA SRL;;
1699570021820;Remera Soul (L, Beige);1; $21.175,00; $ 46.585,00 ; $ 42.350,00 ;SALPA SRL;;1
1699565230534;Remera Soul (L, Negro);1; $21.175,00; $ 46.585,00 ; $ 42.350,00 ;SALPA SRL;;1
1699582742263;Remera Soul (XL, Beige);1; $21.175,00; $ 46.585,00 ; $ 42.350,00 ;SALPA SRL;;1
1699556843774;Remera Traful (S, Negro);1; $20.570,00; $ 45.254,00 ; $ 41.140,00 ;SALPA SRL;;
1699500200431;Remera Traful (M, Azul Marino);1; $20.570,00; $ 45.254,00 ; $ 41.140,00 ;SALPA SRL;;
1699574366576;Remera Traful (L, Naranja);1; $20.570,00; $ 45.254,00 ; $ 41.140,00 ;SALPA SRL;;
1699500200455;Remera Traful (XL, Azul Marino);1; $20.570,00; $ 45.254,00 ; $ 41.140,00 ;SALPA SRL;;
1699539696632;Remera Traful (XL, Negro);1; $20.570,00; $ 45.254,00 ; $ 41.140,00 ;SALPA SRL;;
1699597810797;Remera Traful (2XL, Negro);1; $20.570,00; $ 45.254,00 ; $ 41.140,00 ;SALPA SRL;;
1699500214421;Remera Turn (L, Rojo);0; $16.698,00; $ 36.735,60 ; $ 33.396,00 ;SALPA SRL;1;
1699584461025;Remera Turn (XL, Verde Smoke);0; $16.698,00; $ 36.735,60 ; $ 33.396,00 ;SALPA SRL;1;
7791933600001;Riñonera Flexible Reflex Surtida;2; $9.619,50; $ 21.162,90 ; $ 19.239,00 ;SALPA SRL;;
1699500234559;Riñonera Flexible Reflex (Gris Topo);1; $9.619,50; $ 21.162,90 ; $ 19.239,00 ;SALPA SRL;;1
1699500234559;Riñonera Flexible Reflex (Negro);1; $9.619,50; $ 21.162,90 ; $ 19.239,00 ;SALPA SRL;;1
1699529812363;Rompevientos Aquilon (Homb. M / Muj. L, Negro);1; $60.984,00; $ 134.164,80 ; $ 121.968,00 ;SALPA SRL;;
1699548646161;Rompevientos Core (S, Negro);0; $56.446,50; $ 124.182,30 ; $ 112.893,00 ;SALPA SRL;1;
1699560871398;Rompevientos Core (M, Negro);1; $56.446,50; $ 124.182,30 ; $ 107.248,35 ;SALPA SRL;;
1699553546609;Rompevientos Core (L, Negro);2; $56.446,50; $ 124.182,30 ; $ 112.893,00 ;SALPA SRL;;
1699514271540;Rompevientos Jump (S, Magenta);1; $34.666,50; $ 76.266,30 ; $ 69.333,00 ;SALPA SRL;1;2
1699500220458;Rompevientos Jump (M, Coral);0; $34.666,50; $ 76.266,30 ; $ 69.333,00 ;SALPA SRL;1;
1699527853412;Rompevientos Jump (M, Magenta);2; $34.666,50; $ 76.266,30 ; $ 69.333,00 ;SALPA SRL;;1
1699534833575;Rompevientos Jump (L, Magenta);1; $34.666,50; $ 76.266,30 ; $ 69.333,00 ;SALPA SRL;1;1
1699500209526;Rompevientos Jump Elemental (S, Negro);1; $34.666,50; $ 76.266,30 ; $ 69.333,00 ;SALPA SRL;;1
1699502947853;Rompevientos Millas (M, Azul Francia);1; $56.446,50; $ 124.182,30 ; $ 112.893,00 ;SALPA SRL;1;1
1699519814865;Rompevientos Millas (L, Azul Francia);1; $56.446,50; $ 124.182,30 ; $ 112.893,00 ;SALPA SRL;1;
699589487365;Rompevientos Millas (L, Negro);1; $56.446,50; $ 124.182,30 ; $ 112.893,00 ;SALPA SRL;;1
1699558016404;Rompevientos Millas (XL, Azul Francia);1; $56.446,50; $ 124.182,30 ; $ 112.893,00 ;SALPA SRL;;
1699513610029;Rompevientos Turn (S, Negro);1; $34.666,50; $ 76.266,30 ; $ 69.333,00 ;SALPA SRL;;1
1699537983451;Rompevientos Turn (M, Negro);1; $34.666,50; $ 76.266,30 ; $ 69.333,00 ;SALPA SRL;;1
1699502472669;Rompevientos Turn (M, Esmeralda);1; $34.666,50; $ 76.266,30 ; $ 69.333,00 ;SALPA SRL;;1
1699500214841;Rompevientos Turn (M, Azul Marino);1; $34.666,50; $ 76.266,30 ; $ 69.333,00 ;SALPA SRL;1;1
1699550773787;Rompevientos Turn (L, Esmeralda);1; $34.666,50; $ 76.266,30 ; $ 69.333,00 ;SALPA SRL;;
1699571647043;Rompevientos Turn (L, Negro);1; $34.666,50; $ 76.266,30 ; $ 69.333,00 ;SALPA SRL;;1
1699581998098;Rompevientos Turn (XL, Negro);2; $34.666,50; $ 76.266,30 ; $ 69.333,00 ;SALPA SRL;;2
1699500210492;Rompevientos Turn Elemental (XL, Gris);1; $34.666,50; $ 76.266,30 ; $ 69.333,00 ;SALPA SRL;;1
7791117404142;Rompevientos Ultralight (Homb. S / Muj. M, Azul Marino);1; $30.189,50; $ 66.416,90 ; $ 60.379,00 ;SALPA SRL;;
7791117424232;Rompevientos Ultralight (Homb. XL / Muj. 2XL, Negro);1; $30.189,50; $ 66.416,90 ; $ 60.379,00 ;SALPA SRL;;1
1675171182832;Rompevientos Zonda (L, Negro);0; $33.396,00; $ 73.471,20 ; $ 66.792,00 ;SALPA SRL;1;
1699542416531;Set Aconcagua (Homb. L / Muj. XL) PANTALON INTERIOR;0; $50.400,00; $ 110.880,00 ; $ 100.800,00 ;SALPA SRL;;
1664278669551;Short Agnes (L, Azul Marino);1; $21.285,00; $ 46.827,00 ; $ 42.570,00 ;SALPA SRL;;
1699513070038;Short Azara (M, Negro);1; $19.299,50; $ 42.458,90 ; $ 38.599,00 ;SALPA SRL;;
1699527526026;Short Azara (S, Azul);0; $19.299,50; $ 42.458,90 ; $ 38.599,00 ;SALPA SRL;1;
1699514484285;Short Azara (XL, Azul);1; $19.299,50; $ 42.458,90 ; $ 38.599,00 ;SALPA SRL;;
1664215133220;Short Eloise (M, Azul Francia);1; $21.285,00; $ 46.827,00 ; $ 42.570,00 ;SALPA SRL;;
1699500213202;Short Impetu (S, Gris Perla);0; $28.253,50; $ 62.157,70 ; $ 56.507,00 ;SALPA SRL;1;
1699500213226;Short Impetu (M, Gris Perla);0; $28.253,50; $ 62.157,70 ; $ 56.507,00 ;SALPA SRL;2;
1699500213219;Short Impetu (M, Negro);1; $28.253,50; $ 62.157,70 ; $ 56.507,00 ;SALPA SRL;;
1699500213240;Short Impetu (L, Gris Perla);1; $28.253,50; $ 62.157,70 ; $ 56.507,00 ;SALPA SRL;;
1699567162017;Short Millas (M, Negro);1; $35.332,00; $ 77.730,40 ; $ 70.664,00 ;SALPA SRL;;
1699538120473;Short Millas (L, Negro);1; $35.332,00; $ 77.730,40 ; $ 70.664,00 ;SALPA SRL;;
1699500215862;Short Pollera Drive (S, Beige);1; $22.506,00; $ 49.513,20 ; $ 45.012,00 ;SALPA SRL;;
1699500238038;Short Pollera Drive (S, Verde Militar);1; $22.506,00; $ 49.513,20 ; $ 45.012,00 ;SALPA SRL;;1
1699500215886;Short Pollera Drive (M, Beige);1; $22.506,00; $ 49.513,20 ; $ 45.012,00 ;SALPA SRL;2;2
1699500215909;Short Pollera Drive (L, Beige);1; $22.506,00; $ 49.513,20 ; $ 45.012,00 ;SALPA SRL;;
1699500215893;Short Pollera Drive (L, Vison);0; $22.506,00; $ 49.513,20 ; $ 45.012,00 ;SALPA SRL;1;
1699500215923;Short Pollera Drive (XL, Beige);1; $22.506,00; $ 49.513,20 ; $ 45.012,00 ;SALPA SRL;;
7791307936989;Short Turn (S, Gris);1; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;;
1663099705370;Short Turn (S, Azul Marino);2; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;;
7791307636865;Short Turn (S, Negro);1; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;;
7791307937009;Short Turn (M, Gris);1; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;1;1
7791307636889;Short Turn (M, Negro);0; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;1;
7791308037043;Short Turn (M, Azul Francia);1; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;;
1663099705394;Short Turn (L, Azul Marino);1; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;;
7791307936972;Short Turn (L, Gris);1; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;;
1699500214988;Short Turn (XL, Rojo);1; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;;
7791307936972;Short Ultra (L);0; $21.175,00; $ 46.585,00 ; $ 42.350,00 ;SALPA SRL;1;
1691145037557;Short Ultra (XL);1; $21.175,00; $ 46.585,00 ; $ 42.350,00 ;SALPA SRL;;
1699509618084;Termica Aconcagua (Homb. L / Muj. XL, Gris);0; $28.100,00; $ 61.820,00 ; $ 56.200,00 ;SALPA SRL;1;1
1679580926650;Termica Elite GreenMove (Homb. M / Muj. L, Papaya);1; $19.299,50; $ 42.458,90 ; $ 38.599,00 ;SALPA SRL;;1
1679580926667;Termica Elite GreenMove (Homb. L / Muj. XL, Papaya);1; $19.299,50; $ 42.458,90 ; $ 38.599,00 ;SALPA SRL;;
1699500212113;Termica Epuyen (S, Celeste);1; $17.968,50; $ 39.530,70 ; $ 35.937,00 ;SALPA SRL;;
1699500212120;Termica Epuyen (M, Celeste);0; $17.968,50; $ 39.530,70 ; $ 35.937,00 ;SALPA SRL;;
1699500212137;Termica Epuyen (L, Celeste);0; $17.968,50; $ 39.530,70 ; $ 35.937,00 ;SALPA SRL;1;
1699500212144;Termica Epuyen (XL, Celeste);1; $17.968,50; $ 39.530,70 ; $ 35.937,00 ;SALPA SRL;;
1699500200554;Termica Kick (Homb. L / Muj. XL, Azul Marino);0; $17.363,50; $ 38.199,70 ; $ 34.727,00 ;SALPA SRL;1;1
1699500216746;Termica Lacar Elemental  (Homb. XS / Muj. S, Negro);2; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;;
7791315840049;Termica Panal Venture (Homb. XL / Muj. 2XL, Lacre Siena);3; $21.175,00; $ 46.585,00 ; $ 42.350,00 ;SALPA SRL;;
1699588252636;Termica Puelo (M, Beige);1; $17.968,50; $ 39.530,70 ; $ 35.937,00 ;SALPA SRL;3;3
1699500229616;Termica Puelo (M, Negro);0; $17.968,50; $ 39.530,70 ; $ 35.937,00 ;SALPA SRL;2;2
1699526519593;Termica Puelo (M, Bermellon);0; $17.968,50; $ 39.530,70 ; $ 35.937,00 ;SALPA SRL;5;4
1699557228846;Termica Puelo (L, Beige);0; $17.968,50; $ 39.530,70 ; $ 35.937,00 ;SALPA SRL;2;2
1699513444730;Termica Puelo (L, Bermellon);0; $17.968,50; $ 39.530,70 ; $ 35.937,00 ;SALPA SRL;1;3
1699500229630;Termica Puelo (XL, Negro);1; $17.968,50; $ 39.530,70 ; $ 35.937,00 ;SALPA SRL;;1
1699522459732;Termica Puelo (XL, Beige);1; $17.968,50; $ 39.530,70 ; $ 35.937,00 ;SALPA SRL;;2
1699500219501;Termica Pure (Homb. XS / Muj. S, Gris);1; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;1;1
1699500219518;Termica Pure (Homb. S / Muj. M, Gris);1; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;;
7791315539882;Termica Pro Tecnica Extra Warm (Homb. XS / Muj. S, Blanco);2; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;;1
7791315539868;Termica Pro Tecnica Extra Warm (Homb. M / Muj. L, Blanco);0; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;1;
7791315539875;Termica Pro Tecnica Extra Warm (Homb. L / Muj. XL, Blanco);0; $21.840,50; $ 48.049,10 ; $ 43.681,00 ;SALPA SRL;1;
1699500217002;Termica Pro Kick Elemental (Homb. S / Muj. M, Gris);0; $19.299,50; $ 42.458,90 ; $ 38.599,00 ;SALPA SRL;1;1
7791135115396;Toalla Secado Rapido Chica (Azul Francia);1; $11.555,50; $ 25.422,10 ; $ 23.111,00 ;SALPA SRL;;
7791129670009;Toalla Secado Rapido Chica (Azul Marino);2; $11.555,50; $ 25.422,10 ; $ 23.111,00 ;SALPA SRL;;
7791913500000;Toalla Secado Rapido Grande (Azul Francia);1; $15.427,50; $ 33.940,50 ; $ 30.855,00 ;SALPA SRL;;
1688059086085;Top Core (S);1; $19.904,50; $ 43.789,90 ; $ 39.809,00 ;SALPA SRL;;1
1688059086092;Top Core (M);0; $19.904,50; $ 43.789,90 ; $ 39.809,00 ;SALPA SRL;1;
1688059086108;Top Core (L);2; $19.904,50; $ 43.789,90 ; $ 39.809,00 ;SALPA SRL;;
1699500212557;Top Climb (L);1; $17.363,50; $ 38.199,70 ; $ 34.727,00 ;SALPA SRL;;
1699500212571;Top Climb (XL);1; $17.363,50; $ 38.199,70 ; $ 34.727,00 ;SALPA SRL;;
1699528007005;Top Core GreenMove (M);1; $26.983,00; $ 59.362,60 ; $ 53.966,00 ;SALPA SRL;1;1
1699582771294;Top Core GreenMove (L);1; $26.983,00; $ 59.362,60 ; $ 53.966,00 ;SALPA SRL;;
1699565021446;Top Gap (S/M, Negro);1; $20.570,00; $ 45.254,00 ; $ 41.140,00 ;SALPA SRL;;
1699587776829;Top Gap (L/XL, Negro);1; $20.570,00; $ 45.254,00 ; $ 41.140,00 ;SALPA SRL;;
1699500212687;Top Mudra (S, Verde);0; $18.634,00; $ 40.994,80 ; $ 37.268,00 ;SALPA SRL;1;
1699500212700;Top Mudra (M, Verde);2; $18.634,00; $ 40.994,80 ; $ 37.268,00 ;SALPA SRL;;
1699500212717;Top Mudra (L, Chocolate);1; $18.634,00; $ 40.994,80 ; $ 37.268,00 ;SALPA SRL;;
1699500229753;Top Nebula (S);1; $23.716,00; $ 52.175,20 ; $ 47.432,00 ;SALPA SRL;;
1699500229760;Top Nebula (M);1; $23.716,00; $ 52.175,20 ; $ 47.432,00 ;SALPA SRL;;
1699500208093;Top Pissis Elemental (M, Negro);0; $17.363,50; $ 38.199,70 ; $ 34.727,00 ;SALPA SRL;1;
1699500208109;Top Pissis Elemental (L, Negro);1; $17.363,50; $ 38.199,70 ; $ 34.727,00 ;SALPA SRL;1;2
1699500208116;Top Pissis Elemental (XL, Negro);1; $17.363,50; $ 38.199,70 ; $ 34.727,00 ;SALPA SRL;;
1699500208123;Top Pissis Elemental (XXL, Negro);1; $17.363,50; $ 38.199,70 ; $ 34.727,00 ;SALPA SRL;1;
1699500212601;Top Pulse (S, Uva);1; $19.904,50; $ 43.789,90 ; $ 39.809,00 ;SALPA SRL;;
1699500212618;Top Pulse (M, Uva);1; $19.904,50; $ 43.789,90 ; $ 39.809,00 ;SALPA SRL;2;2
1699500212625;Top Pulse (M, Chocolate);1; $19.904,50; $ 43.789,90 ; $ 39.809,00 ;SALPA SRL;2;2
1699525694499;Vaso Soft Cup;2; $13.491,50; $ 29.681,30 ; $ 26.983,00 ;SALPA SRL;;
1699500200660;Vincha All Black (Azul Marino);1; $4.537,50; $ 9.982,50 ; $ 9.075,00 ;SALPA SRL;1;
1699500200653;Vincha All Black (Bordo);2; $4.537,50; $ 9.982,50 ; $ 9.075,00 ;SALPA SRL;;
1699500200646;Vincha All Black (Negro);1; $4.537,50; $ 9.982,50 ; $ 9.075,00 ;SALPA SRL;1;
1699500218498;Vincha All Black Elemental;2; $4.537,50; $ 9.982,50 ; $ 9.075,00 ;SALPA SRL;;
1699500229876;Vincha Nebula;3; $2.515,00; $ 5.533,00 ; $ 5.030,00 ;SALPA SRL;;
1699578961630;Vincha Record;2; $5.805,00; $ 12.771,00 ; $ 11.610,00 ;SALPA SRL;;
1671048378223;Vincha Trail Reflex;1; $3.870,00; $ 8.514,00 ; $ 7.740,00 ;SALPA SRL;;
;;;;;;;;
6927595722169;NATUREHIKE HAMACA SIMPLE AZUL NH17D012-C;1; $ 25.285,09 ; $ 67.308,91 ; $ 61.189,92 ;NAKA OUTDOORS CO SRL;;
6924442444496;AONIJIE CHALECO 5,5L MINT GREEN #E885;1; $ 32.998,00 ; $ 87.840,68 ; $ 79.855,16 ;NAKA OUTDOORS CO SRL;;
6924442416813;AONIJIE CHALECO 5,5L GREY #E885;1; $ 32.998,00 ; $ 87.840,68 ; $ 79.855,16 ;NAKA OUTDOORS CO SRL;;
6924442417018;AONIJIE CHALECO 5L ROSE #E913S;0; $ 28.539,00 ; $ 75.970,82 ; $ 69.064,38 ;NAKA OUTDOORS CO SRL;1;
6924442416097;AONIJIE CHALECO 5L MINT GREEN #E913S;0; $ 28.539,00 ; $ 75.970,82 ; $ 69.064,38 ;NAKA OUTDOORS CO SRL;1;
6924442416080;AONIJIE CHALECO 5L BLACK #E913S;1; $ 28.539,00 ; $ 75.970,82 ; $ 69.064,38 ;NAKA OUTDOORS CO SRL;1;1
6924442416059;AONIJIE CHALECO 5L BLUE #E913S;1; $ 28.539,00 ; $ 75.970,82 ; $ 69.064,38 ;NAKA OUTDOORS CO SRL;;
6924442443000;AONIJIE CUELLO DEPORTIVO RUN #ZP-E4907 YELOW;2; $ 2.214,00 ; $ 5.893,67 ; $ 5.357,88 ;NAKA OUTDOORS CO SRL;;
6924442442997;AONIJIE CUELLO DEPORTIVO RUN #ZP-E4907 BLUE;4; $ 2.214,00 ; $ 5.893,67 ; $ 5.357,88 ;NAKA OUTDOORS CO SRL;1;2
6924442442973;AONIJIE CUELLO DEPORTIVO RUN #ZP-E4907;2; $ 2.213,55 ; $ 5.892,47 ; $ 5.356,79 ;NAKA OUTDOORS CO SRL;3;3
6924442462513;AONIJIE BASTONES DE TRAIL CARB. Y ALUM. 4 SECC. 110 CM BLUE #E4210;1; $ 90.882,17 ; $ 241.928,34 ; $ 219.934,85 ;NAKA OUTDOORS CO SRL;1;3
6924442462490;AONIJIE BASTONES DE TRAIL CARB. Y ALUM. 4 SECC. 110 CM YELLOW #E4210;0; $ 90.967,00 ; $ 242.154,15 ; $ 220.140,14 ;NAKA OUTDOORS CO SRL;1;
6924442462506;AONIJIE BASTONES DE TRAIL CARB. Y ALUM. 4 SECC. 120 CM #E4210;1; $ 90.967,00 ; $ 242.154,15 ; $ 220.140,14 ;NAKA OUTDOORS CO SRL;;
6924442462537;AONIJIE BASTONES DE TRAIL CARBONO 4 SECC. 110 CM BLACK #E4204;1; $ 123.857,04 ; $ 329.707,44 ; $ 284.747,33 ;NAKA OUTDOORS CO SRL;;
6924442466993;AONIJIE BASTONES TREKKING ALUM 3 SECC 105-135 CM PINK #E4215-010;1; $ 40.213,31 ; $ 107.047,83 ; $ 97.316,21 ;NAKA OUTDOORS CO SRL;;1
6924442466979;AONIJIE BASTONES TREKKING ALUM 3 SECC 105-135 CM GREEN #E4215-016;1; $ 40.213,31 ; $ 107.047,83 ; $ 97.316,21 ;NAKA OUTDOORS CO SRL;;1
6975641885573;NATURHIKE BASTONES TREKKING ALUM 3 SECC 56-120 CM GREEN ST01;1; $ 30.531,67 ; $ 81.275,31 ; $ 73.886,64 ;NAKA OUTDOORS CO SRL;;1
6924442461554;AONIJIE VISERA SECADO RAPIDO WHITE #E4619;1; $ 17.580,00 ; $ 46.797,96 ; $ 42.543,60 ;NAKA OUTDOORS CO SRL;1;1
6924442474448;AONIJIE VISERA SECADO RAPIDO BLACK #E4619;1; $ 17.580,00 ; $ 46.797,96 ; $ 42.543,60 ;NAKA OUTDOORS CO SRL;1;2
6924442465095;AONIJIE VISERA SECADO RAPIDO CELESTE #E4619;1; $ 17.580,00 ; $ 46.797,96 ; $ 42.543,60 ;NAKA OUTDOORS CO SRL;;1
6924442465101;AONIJIE VISERA SECADO RAPIDO ORANGE #E4619;1; $ 17.580,00 ; $ 46.797,96 ; $ 42.543,60 ;NAKA OUTDOORS CO SRL;;
6924442474462;AONIJIE VISERA SECADO RAPIDO YELLOW #E4619;1; $ 17.580,00 ; $ 46.797,96 ; $ 42.543,60 ;NAKA OUTDOORS CO SRL;;
6924442469284;AONIJIE VISERA RUNNER BLACK #E4113;2; $ 14.493,00 ; $ 38.580,37 ; $ 35.073,06 ;NAKA OUTDOORS CO SRL;;
6924442444212;AONIJIE VISERA RUNNER BLACK #E4113;1; $ 14.493,00 ; $ 38.580,37 ; $ 35.073,06 ;NAKA OUTDOORS CO SRL;;
6924442438488;AONIJIE VISERA RUNNER PINK #E4113;2; $ 14.493,00 ; $ 38.580,37 ; $ 35.073,06 ;NAKA OUTDOORS CO SRL;;
6924442461431;AONIJIE MEDIA FIVE FINGER SOCK X3 (S) BL/YLLW/LGREY #E4839;1; $ 24.080,00 ; $ 21.366,99 ; $ 19.424,53 ;NAKA OUTDOORS CO SRL;2;
6924442461448;AONIJIE MEDIA FIVE FINGER SOCK X3 (M) BL/YLLW/LGREY #E4839;0; $ 24.080,00 ; $ 21.366,99 ; $ 19.424,53 ;NAKA OUTDOORS CO SRL;2;
6924442461455;AONIJIE MEDIA FIVE FINGER SOCK X3 (L) BL/YLLW/LGREY #E4839;2; $ 24.080,00 ; $ 21.366,99 ; $ 19.424,53 ;NAKA OUTDOORS CO SRL;;
6924442438778;AONIJIE MEDIA FIVE FINGER X3 (S) COL.VARIOS (C.MAX/ #4802;1; $ 23.411,00 ; $ 20.773,36 ; $ 18.884,87 ;NAKA OUTDOORS CO SRL;2;
6924442438792;AONIJIE MEDIA FIVE FINGER X3 (M) COL.VARIOS (C.MAX/ #4802;3; $ 23.411,00 ; $ 20.773,36 ; $ 18.884,87 ;NAKA OUTDOORS CO SRL;;
6924442438808;AONIJIE MEDIA FIVE FINGER X3 (L) COL.VARIOS (C.MAX/ #4802;1; $ 23.411,00 ; $ 20.773,36 ; $ 18.884,87 ;NAKA OUTDOORS CO SRL;2;
6924442466139;AONIJIE MEDIA FIVE FINGER LONG (S) RED (COOLMAX/NYL #E4846;1; $ 12.263,00 ; $ 32.644,11 ; $ 29.676,46 ;NAKA OUTDOORS CO SRL;;
6924442465835;AONIJIE MEDIA FIVE FINGER LONG (S) GREEN (COOLMAX/N #E4846;1; $ 12.263,00 ; $ 32.644,11 ; $ 29.676,46 ;NAKA OUTDOORS CO SRL;;
6924442466115;AONIJIE MEDIA FIVE FINGER LONG (M) BLUE (COOLMAX/NY #E4846;1; $ 12.263,00 ; $ 32.644,11 ; $ 29.676,46 ;NAKA OUTDOORS CO SRL;;
6924442466092;AONIJIE MEDIA FIVE FINGER LONG (M) GREEN (COOLMAX/N #E4846;1; $ 12.263,00 ; $ 32.644,11 ; $ 29.676,46 ;NAKA OUTDOORS CO SRL;;
